feedback_id,client_id,booking_id,feedback_date,overall_rating,nps_score,trainer_rating,comments
F00370,C0057,B00470,2023-09-12,4.1,8,4.7,
F00371,C0057,B00472,2023-12-22,4.6,10,4.7,"Good pace, well-structured content"
F00372,C0057,B00473,2024-02-03,4.4,8,4.7,"Useful content, could use more examples"
F00373,C0057,B00474,2024-03-11,4.4,8,4.6,
F00374,C0058,B00475,2022-03-17,4.1,7,3.7,
F00375,C0058,B00476,2022-04-30,4.6,10,4.4,"Good pace, well-structured content"
F00376,C0058,B00478,2022-08-21,3.7,7,4.0,
F00377,C0058,B00479,2022-09-20,4.2,8,3.8,"Useful content, could use more examples"
F00378,C0058,B00480,2022-10-29,4.3,7,4.8,
F00379,C0058,B00481,2022-12-05,4.1,8,3.9,"Useful content, could use more examples"
F00380,C0058,B00482,2023-01-14,4.1,8,4.1,
F00381,C0058,B00485,2023-05-04,3.6,7,3.8,
F00382,C0058,B00487,2023-08-27,4.7,9,4.4,
F00383,C0058,B00488,2023-10-02,4.6,10,5.0,"Excellent trainer, very practical content"
F00384,C0058,B00489,2023-11-27,5.0,9,4.8,
F00385,C0059,B00491,2025-07-05,3.8,8,4.0,
F00386,C0059,B00492,2025-08-27,4.8,10,4.9,
F00387,C0059,B00493,2025-11-04,3.8,7,4.0,
F00388,C0059,B00494,2025-12-23,3.8,7,3.5,"Good course overall, met expectations"
F00389,C0060,B00495,2021-08-15,4.4,7,4.9,Trainer was knowledgeable
F00390,C0060,B00496,2021-10-31,4.6,9,5.0,
F00391,C0060,B00498,2022-03-03,4.7,10,4.7,"Excellent trainer, very practical content"
F00392,C0060,B00499,2022-04-26,3.8,8,4.1,
F00393,C0060,B00500,2022-06-10,3.5,7,3.9,
F00394,C0060,B00501,2022-08-21,4.2,7,4.8,Trainer was knowledgeable
F00395,C0061,B00503,2023-02-11,4.2,7,3.9,
F00396,C0061,B00504,2023-04-15,3.6,7,3.6,
F00397,C0061,B00505,2023-05-23,4.6,9,5.0,Trainer was knowledgeable and approachable
F00398,C0061,B00506,2023-07-17,3.6,7,3.5,"Decent workshop, learned some new things"
F00399,C0061,B00507,2023-09-16,4.4,8,4.7,
F00400,C0061,B00508,2023-10-28,4.6,9,4.3,
F00401,C0061,B00510,2024-02-14,4.6,10,4.6,
F00402,C0061,B00511,2024-04-15,3.7,8,4.3,"Good course overall, met expectations"
F00403,C0061,B00512,2024-06-10,4.3,8,4.1,
F00404,C0061,B00513,2024-07-18,4.3,8,4.1,
F00405,C0061,B00514,2024-08-30,4.2,7,4.4,
F00406,C0061,B00515,2024-10-16,4.4,7,4.5,"Decent workshop, learned some new things"
F00407,C0061,B00516,2024-11-28,3.5,7,4.0,
F00408,C0061,B00517,2025-01-20,4.0,7,4.3,
F00409,C0062,B00518,2024-12-23,3.6,7,3.9,
F00410,C0062,B00521,2025-04-24,4.8,10,4.8,
F00411,C0062,B00522,2025-05-28,4.6,9,4.7,
F00412,C0062,B00523,2025-07-27,4.8,9,4.6,"Exceeded expectations, highly recommend"
F00413,C0062,B00524,2025-09-24,5.0,9,5.0,Very useful tools and frameworks provided
F00414,C0062,B00525,2025-11-23,3.8,8,3.5,"Good course overall, met expectations"
F00415,C0063,B00526,2021-04-20,4.0,7,4.6,"Good course overall, met expectations"
F00416,C0063,B00527,2021-08-05,4.7,10,4.7,
F00417,C0063,B00529,2022-03-09,3.8,7,3.9,Trainer was knowledgeable
F00418,C0063,B00530,2022-06-16,4.1,7,4.4,"Useful content, could use more examples"
F00419,C0063,B00532,2023-01-20,4.7,10,4.9,Very useful tools and frameworks provided
F00420,C0063,B00533,2023-04-22,4.3,7,4.6,"Good course overall, met expectations"
F00421,C0063,B00534,2023-07-26,4.7,9,4.5,Trainer was knowledgeable and approachable
F00422,C0064,B00535,2021-03-07,3.9,8,4.0,Trainer was knowledgeable
F00423,C0064,B00536,2021-04-07,4.3,7,4.8,"Good course overall, met expectations"
F00424,C0064,B00537,2021-05-19,5.0,10,4.8,Highly engaging and interactive session
F00425,C0064,B00538,2021-07-12,4.0,7,4.2,
F00426,C0064,B00539,2021-08-27,4.0,7,3.9,
F00427,C0064,B00540,2021-10-01,4.4,7,4.2,
F00428,C0064,B00541,2021-11-15,3.5,8,3.5,
F00429,C0064,B00542,2021-12-25,4.5,10,4.7,
F00430,C0064,B00543,2022-02-19,4.5,9,4.2,"Good pace, well-structured content"
F00431,C0065,B00545,2023-02-23,3.6,7,3.6,
F00432,C0065,B00546,2023-04-19,4.1,8,4.0,Trainer was knowledgeable
F00433,C0065,B00547,2023-06-11,4.4,7,4.3,
F00434,C0065,B00548,2023-08-08,4.4,8,4.7,
F00435,C0065,B00549,2023-09-12,3.9,8,4.0,Trainer was knowledgeable
F00436,C0065,B00550,2023-10-09,4.7,9,4.9,Highly engaging and interactive session
F00437,C0065,B00553,2024-01-26,4.0,7,4.5,
F00438,C0065,B00555,2024-04-26,4.6,9,4.2,Very useful tools and frameworks provided
F00439,C0065,B00556,2024-05-30,4.8,9,4.8,Trainer was knowledgeable and approachable
F00440,C0065,B00557,2024-07-26,5.0,9,4.8,"Exceeded expectations, highly recommend"
F00441,C0066,B00559,2025-06-12,3.6,8,3.7,
F00442,C0067,B00561,2022-11-17,4.1,7,4.3,
F00443,C0067,B00562,2022-12-23,4.2,7,4.2,"Useful content, could use more examples"
F00444,C0067,B00563,2023-02-07,3.8,8,3.9,
F00445,C0067,B00564,2023-03-26,4.3,8,4.8,Trainer was knowledgeable
F00446,C0067,B00566,2023-07-14,4.5,10,4.5,Highly engaging and interactive session
F00447,C0067,B00568,2023-11-08,4.5,9,4.8,
F00448,C0067,B00569,2024-01-11,4.8,9,4.7,"Exceeded expectations, highly recommend"
F00449,C0067,B00570,2024-02-26,4.7,10,4.8,Trainer was knowledgeable and approachable
F00450,C0067,B00571,2024-04-29,3.9,8,4.0,"Decent workshop, learned some new things"
F00451,C0068,B00574,2022-01-07,3.7,7,3.6,
F00452,C0068,B00576,2022-05-24,3.6,8,3.9,
F00453,C0068,B00577,2022-07-26,3.6,8,3.6,
F00454,C0069,B00578,2024-04-17,3.8,7,3.9,
F00455,C0069,B00580,2024-06-25,4.7,9,4.6,"Excellent trainer, very practical content"
F00456,C0069,B00582,2024-08-31,3.7,7,3.8,
F00457,C0069,B00583,2024-09-27,4.4,7,4.7,"Good course overall, met expectations"
F00458,C0069,B00584,2024-10-17,4.2,8,4.3,
F00459,C0069,B00585,2024-11-07,4.7,10,4.6,Highly engaging and interactive session
F00460,C0070,B00586,2024-04-27,4.2,8,4.4,"Useful content, could use more examples"
F00461,C0071,B00589,2025-09-05,3.5,8,3.6,
F00462,C0072,B00591,2021-06-30,5.0,9,4.8,Great real-world examples and case studies
F00463,C0072,B00592,2021-08-04,4.0,8,3.8,Trainer was knowledgeable
F00464,C0072,B00593,2021-09-11,4.7,10,4.4,Very useful tools and frameworks provided
F00465,C0072,B00594,2021-10-03,4.1,8,3.9,"Good course overall, met expectations"
F00466,C0072,B00595,2021-11-03,3.4,1,3.8,Trainer rushed through important topics
F00467,C0072,B00596,2021-12-01,5.0,9,4.8,"Exceeded expectations, highly recommend"
F00468,C0072,B00598,2022-02-18,4.4,8,4.9,"Decent workshop, learned some new things"
F00469,C0073,B00599,2023-06-06,4.1,7,4.2,
F00470,C0073,B00601,2023-08-08,4.7,9,4.4,
F00471,C0073,B00602,2023-09-07,5.0,9,5.0,
F00472,C0073,B00603,2023-09-23,4.6,10,4.9,
F00473,C0073,B00604,2023-10-18,4.5,9,4.4,
F00474,C0073,B00605,2023-11-30,5.0,9,5.0,
F00475,C0073,B00606,2023-12-31,4.8,10,4.8,"Good pace, well-structured content"
F00476,C0073,B00607,2024-01-30,4.2,7,3.9,
F00477,C0073,B00608,2024-03-11,4.9,10,5.0,
F00478,C0073,B00610,2024-05-03,4.5,9,5.0,"Good pace, well-structured content"
F00479,C0073,B00611,2024-05-29,4.1,8,4.3,"Useful content, could use more examples"
F00480,C0073,B00612,2024-07-06,4.0,8,4.0,
F00481,C0073,B00613,2024-08-15,5.0,10,5.0,"Good pace, well-structured content"
F00482,C0074,B00615,2024-10-07,4.9,10,4.7,Very useful tools and frameworks provided
F00483,C0074,B00617,2025-04-14,4.7,9,5.0,
F00484,C0074,B00619,2025-10-18,4.4,7,4.8,
F00485,C0075,B00620,2022-02-07,3.3,3,3.5,
F00486,C0075,B00621,2022-04-04,4.8,9,4.8,
F00487,C0075,B00622,2022-06-25,4.5,10,4.6,
F00488,C0076,B00624,2024-08-24,3.8,8,3.9,
F00489,C0076,B00625,2024-12-15,3.9,7,3.6,
F00490,C0076,B00626,2025-04-06,4.1,7,4.4,
F00491,C0076,B00627,2025-08-07,4.0,8,4.2,"Good course overall, met expectations"
F00492,C0078,B00629,2023-02-23,3.7,7,4.1,
F00493,C0078,B00630,2023-05-11,4.5,9,4.4,"Excellent trainer, very practical content"
F00494,C0078,B00631,2023-07-06,4.3,7,4.5,
F00495,C0078,B00632,2023-09-21,4.7,9,4.9,Highly engaging and interactive session
F00496,C0078,B00633,2023-11-28,4.9,10,5.0,Very useful tools and frameworks provided
F00497,C0078,B00634,2024-01-25,4.0,8,3.7,
F00498,C0078,B00635,2024-04-03,4.2,7,4.7,"Useful content, could use more examples"
F00499,C0078,B00636,2024-06-09,3.9,8,4.2,
F00500,C0078,B00638,2024-10-17,5.0,10,4.8,Highly engaging and interactive session
F00501,C0078,B00640,2025-01-24,3.7,7,3.5,"Decent workshop, learned some new things"
F00502,C0078,B00642,2025-05-22,4.6,10,4.3,
F00503,C0079,B00643,2024-09-06,4.4,8,4.4,"Decent workshop, learned some new things"
F00504,C0079,B00645,2024-11-16,4.5,9,4.7,Very useful tools and frameworks provided
F00505,C0079,B00646,2025-01-13,5.0,9,5.0,"Good pace, well-structured content"
F00506,C0079,B00647,2025-03-16,4.7,9,5.0,
F00507,C0079,B00648,2025-05-06,3.5,8,3.9,
F00508,C0079,B00649,2025-06-26,3.8,7,3.4,Trainer was knowledgeable
F00509,C0079,B00651,2025-09-21,4.5,10,4.6,Trainer was knowledgeable and approachable
F00510,C0079,B00652,2025-11-24,4.8,10,4.3,"Good pace, well-structured content"
F00511,C0080,B00653,2022-04-24,4.1,8,4.4,
F00512,C0080,B00654,2022-06-19,4.1,8,4.3,"Useful content, could use more examples"
F00513,C0080,B00656,2022-09-10,3.7,8,3.4,"Decent workshop, learned some new things"
F00514,C0080,B00657,2022-11-14,3.8,7,3.7,
F00515,C0080,B00660,2023-05-10,4.5,10,4.6,Highly engaging and interactive session
F00516,C0080,B00661,2023-06-24,3.7,7,3.9,
F00517,C0080,B00662,2023-07-31,4.4,7,4.5,
F00518,C0081,B00665,2024-03-21,4.2,8,4.3,"Decent workshop, learned some new things"
F00519,C0082,B00666,2023-06-02,3.7,7,3.9,
F00520,C0082,B00667,2023-07-20,3.7,7,3.8,"Decent workshop, learned some new things"
F00521,C0082,B00668,2023-09-08,4.2,8,4.4,"Useful content, could use more examples"
F00522,C0082,B00669,2023-11-12,4.6,10,5.0,"Exceeded expectations, highly recommend"
F00523,C0082,B00670,2024-01-21,4.2,8,3.9,Trainer was knowledgeable
F00524,C0082,B00671,2024-03-21,5.0,9,5.0,
F00525,C0083,B00674,2023-12-14,4.2,7,4.5,
F00526,C0083,B00675,2024-02-11,4.6,10,4.8,
F00527,C0083,B00676,2024-04-14,4.8,9,5.0,"Good pace, well-structured content"
F00528,C0083,B00677,2024-06-12,3.9,7,4.2,
F00529,C0083,B00678,2024-08-11,5.0,9,4.7,
F00530,C0083,B00681,2025-01-29,3.9,7,4.0,Trainer was knowledgeable
F00531,C0084,B00682,2022-11-19,4.8,9,5.0,Great real-world examples and case studies
F00532,C0084,B00684,2023-03-07,4.7,9,4.5,
F00533,C0084,B00685,2023-05-05,4.4,8,4.3,
F00534,C0084,B00686,2023-06-11,3.7,7,3.4,"Decent workshop, learned some new things"
F00535,C0084,B00687,2023-07-21,5.0,10,4.9,Great real-world examples and case studies
F00536,C0084,B00688,2023-09-09,3.4,0,3.7,"Pace was too fast, hard to follow"
F00537,C0084,B00690,2023-11-30,5.0,9,5.0,Trainer was knowledgeable and approachable
F00538,C0084,B00691,2023-12-30,4.5,9,4.4,
F00539,C0084,B00692,2024-02-27,4.4,7,4.7,
F00540,C0084,B00693,2024-04-22,3.8,8,4.3,"Decent workshop, learned some new things"
F00541,C0084,B00694,2024-06-04,3.6,7,3.7,"Useful content, could use more examples"
F00542,C0084,B00695,2024-07-14,4.2,8,4.3,
F00543,C0085,B00696,2025-11-18,5.0,10,4.7,
F00544,C0086,B00698,2024-04-28,4.4,7,4.3,
F00545,C0086,B00699,2024-06-25,4.9,9,4.9,Very useful tools and frameworks provided
F00546,C0086,B00700,2024-08-15,4.0,8,3.9,"Decent workshop, learned some new things"
F00547,C0086,B00701,2024-10-18,4.0,8,4.1,
F00548,C0086,B00702,2024-12-30,4.2,7,3.9,Trainer was knowledgeable
F00549,C0086,B00704,2025-04-10,4.1,7,4.2,"Useful content, could use more examples"
F00550,C0086,B00705,2025-06-08,4.0,8,4.3,
F00551,C0087,B00707,2022-08-08,3.9,7,4.3,
F00552,C0087,B00708,2022-11-13,4.0,8,3.8,"Decent workshop, learned some new things"
F00553,C0087,B00709,2023-03-13,5.0,9,5.0,"Excellent trainer, very practical content"
F00554,C0087,B00711,2023-09-28,3.7,8,4.2,"Good course overall, met expectations"
F00555,C0088,B00712,2021-11-19,4.6,10,4.4,
F00556,C0088,B00714,2022-04-22,3.9,7,4.0,
F00557,C0088,B00715,2022-06-23,4.7,9,4.6,"Exceeded expectations, highly recommend"
F00558,C0088,B00717,2022-11-27,4.0,8,4.4,
F00559,C0089,B00718,2022-11-15,4.5,10,4.4,"Exceeded expectations, highly recommend"
F00560,C0090,B00719,2024-03-08,4.3,8,4.5,"Decent workshop, learned some new things"
F00561,C0090,B00720,2024-06-09,4.3,8,4.3,Trainer was knowledgeable
F00562,C0090,B00721,2024-09-15,4.0,8,3.8,"Decent workshop, learned some new things"
F00563,C0090,B00722,2024-12-24,4.4,7,4.6,"Useful content, could use more examples"
F00564,C0090,B00723,2025-03-14,4.7,10,4.7,Highly engaging and interactive session
F00565,C0090,B00724,2025-06-02,4.8,9,4.7,"Exceeded expectations, highly recommend"
F00566,C0091,B00725,2025-05-25,4.0,8,4.4,
F00567,C0091,B00726,2025-07-09,4.3,8,4.2,
F00568,C0091,B00727,2025-08-24,4.2,7,4.1,
F00569,C0091,B00728,2025-10-31,4.1,7,4.0,Trainer was knowledgeable
F00570,C0091,B00729,2025-12-21,4.3,8,4.7,
F00571,C0092,B00730,2022-01-29,4.7,10,4.9,
F00572,C0092,B00731,2022-04-28,4.8,10,4.7,"Good pace, well-structured content"
F00573,C0092,B00733,2022-10-09,3.4,2,3.7,
F00574,C0092,B00736,2023-06-01,3.9,7,4.1,
F00575,C0092,B00737,2023-08-16,3.7,7,3.7,"Decent workshop, learned some new things"
F00576,C0092,B00738,2023-11-27,4.5,9,4.9,
F00577,C0092,B00739,2024-02-12,4.2,8,4.7,
F00578,C0093,B00740,2022-07-04,3.9,8,4.2,Trainer was knowledgeable
F00579,C0093,B00743,2023-07-11,4.3,8,4.5,
F00580,C0093,B00744,2023-11-08,4.4,7,4.3,Trainer was knowledgeable
F00581,C0094,B00746,2022-01-24,3.9,7,4.3,"Good course overall, met expectations"
F00582,C0094,B00747,2022-03-18,3.5,8,4.0,
F00583,C0094,B00748,2022-05-24,4.4,7,4.0,"Decent workshop, learned some new things"
F00584,C0094,B00749,2022-08-06,4.7,10,4.8,
F00585,C0094,B00751,2022-11-29,4.3,8,4.4,
F00586,C0094,B00753,2023-04-22,4.0,8,4.3,
F00587,C0094,B00754,2023-07-06,4.9,10,5.0,"Excellent trainer, very practical content"
F00588,C0094,B00755,2023-09-13,4.7,9,4.9,Highly engaging and interactive session
F00589,C0095,B00756,2023-08-28,4.5,9,4.8,"Exceeded expectations, highly recommend"
F00590,C0095,B00757,2023-10-25,4.0,7,4.2,
F00591,C0095,B00758,2023-12-24,4.6,10,4.3,Highly engaging and interactive session
F00592,C0096,B00759,2025-02-25,3.7,7,3.7,
F00593,C0096,B00760,2025-04-10,4.0,7,4.1,"Good course overall, met expectations"
F00594,C0096,B00762,2025-08-09,3.4,0,3.5,"Too theoretical, needed more practical exercises"
F00595,C0097,B00763,2024-01-07,4.2,7,4.1,"Useful content, could use more examples"
F00596,C0097,B00764,2024-04-08,4.0,8,4.4,
F00597,C0097,B00766,2024-09-26,5.0,10,4.9,Trainer was knowledgeable and approachable
F00598,C0097,B00767,2024-12-17,4.5,9,4.1,"Good pace, well-structured content"
F00599,C0097,B00768,2025-03-16,4.5,9,4.6,"Excellent trainer, very practical content"
F00600,C0097,B00769,2025-06-03,3.8,7,4.1,Trainer was knowledgeable
F00601,C0098,B00771,2023-10-27,4.2,7,4.2,
F00602,C0098,B00773,2024-03-07,3.8,7,3.5,"Decent workshop, learned some new things"
F00603,C0098,B00774,2024-05-22,3.9,7,4.0,Trainer was knowledgeable
F00604,C0098,B00775,2024-07-23,3.6,8,3.8,
F00605,C0098,B00776,2024-10-11,4.0,7,4.1,
F00606,C0099,B00777,2023-03-05,4.4,7,4.4,
F00607,C0099,B00778,2023-04-20,3.4,4,3.6,Trainer rushed through important topics
F00608,C0099,B00781,2023-09-12,3.7,8,3.7,
F00609,C0099,B00783,2023-12-17,4.2,7,4.3,"Useful content, could use more examples"
F00610,C0099,B00784,2024-01-27,4.9,10,4.9,
F00611,C0099,B00785,2024-03-28,4.4,8,4.5,"Decent workshop, learned some new things"
F00612,C0099,B00786,2024-05-15,4.7,10,4.6,Highly engaging and interactive session
F00613,C0099,B00790,2024-12-15,3.4,0,3.7,Trainer rushed through important topics
F00614,C0100,B00791,2022-05-04,4.2,8,4.3,
F00615,C0100,B00792,2022-06-29,4.0,7,4.2,Trainer was knowledgeable
F00616,C0100,B00793,2022-08-23,4.1,8,4.3,
F00617,C0100,B00794,2022-10-27,3.7,8,3.6,
F00618,C0100,B00795,2022-12-19,4.6,9,4.6,Highly engaging and interactive session
F00619,C0100,B00796,2023-02-25,3.8,8,3.9,"Decent workshop, learned some new things"
F00620,C0100,B00797,2023-05-07,4.1,7,4.1,"Decent workshop, learned some new things"
F00621,C0100,B00798,2023-07-22,4.8,10,4.9,"Excellent trainer, very practical content"
F00622,C0100,B00799,2023-09-23,4.0,7,4.2,"Good course overall, met expectations"
F00623,C0100,B00800,2023-11-26,3.8,7,3.7,"Useful content, could use more examples"
F00624,C0100,B00801,2024-01-06,3.9,8,4.0,"Decent workshop, learned some new things"
F00625,C0100,B00802,2024-02-29,3.6,8,3.8,
F00626,C0100,B00803,2024-04-21,4.6,9,4.7,Very useful tools and frameworks provided
F00627,C0100,B00804,2024-07-01,3.4,5,3.4,"Too theoretical, needed more practical exercises"
F00628,C0100,B00805,2024-08-21,4.3,7,4.5,"Useful content, could use more examples"
F00629,C0100,B00806,2024-10-23,5.0,9,5.0,"Excellent trainer, very practical content"
F00630,C0100,B00807,2025-01-02,3.6,7,4.2,
F00631,C0100,B00808,2025-02-20,4.1,7,4.4,Trainer was knowledgeable
F00632,C0100,B00809,2025-04-21,3.5,8,3.7,"Decent workshop, learned some new things"
F00633,C0101,B00810,2024-10-31,4.4,8,4.6,"Decent workshop, learned some new things"
F00634,C0101,B00811,2025-01-06,4.5,9,4.3,Highly engaging and interactive session
F00635,C0101,B00814,2025-05-31,4.0,7,4.2,"Good course overall, met expectations"
F00636,C0101,B00815,2025-07-26,4.1,8,4.3,
F00637,C0101,B00816,2025-09-29,3.6,8,4.0,"Decent workshop, learned some new things"
F00638,C0101,B00817,2025-11-15,4.7,10,4.9,Highly engaging and interactive session
F00639,C0102,B00818,2021-01-30,4.0,7,4.6,"Good course overall, met expectations"
F00640,C0102,B00819,2021-03-13,4.3,7,4.5,
F00641,C0102,B00820,2021-05-17,4.2,7,4.2,
F00642,C0102,B00821,2021-07-28,4.0,7,4.1,
F00643,C0102,B00822,2021-09-11,4.0,7,4.2,
F00644,C0102,B00823,2021-11-20,4.0,8,4.0,
F00645,C0102,B00824,2022-01-12,4.0,7,4.2,"Good course overall, met expectations"
F00646,C0102,B00826,2022-05-17,3.9,8,3.7,Trainer was knowledgeable
F00647,C0103,B00828,2025-06-12,4.9,9,4.7,"Exceeded expectations, highly recommend"
F00648,C0103,B00829,2025-07-14,3.9,7,3.9,"Good course overall, met expectations"
F00649,C0103,B00830,2025-08-09,4.5,10,4.4,
F00650,C0103,B00831,2025-09-15,4.1,8,4.1,
F00651,C0104,B00833,2021-05-10,3.4,6,3.9,Trainer rushed through important topics
F00652,C0104,B00834,2021-08-01,4.3,8,3.8,Trainer was knowledgeable
F00653,C0104,B00835,2021-10-19,4.3,7,4.5,"Useful content, could use more examples"
F00654,C0104,B00836,2021-12-31,4.4,7,4.1,
F00655,C0104,B00837,2022-03-08,4.6,9,5.0,Trainer was knowledgeable and approachable
F00656,C0104,B00839,2022-08-13,4.1,7,4.2,"Useful content, could use more examples"
F00657,C0104,B00840,2022-10-29,3.6,8,4.1,
F00658,C0104,B00841,2023-02-03,4.6,10,5.0,Highly engaging and interactive session
F00659,C0104,B00843,2023-07-20,3.7,7,4.3,Trainer was knowledgeable
F00660,C0104,B00844,2023-10-22,4.2,8,4.3,
F00661,C0104,B00845,2024-01-06,3.6,8,4.0,
F00662,C0104,B00846,2024-04-04,4.2,7,4.5,"Decent workshop, learned some new things"
F00663,C0105,B00847,2022-04-29,4.0,8,4.3,
F00664,C0105,B00848,2022-06-19,4.5,9,4.3,Great real-world examples and case studies
F00665,C0105,B00849,2022-08-03,3.9,7,4.1,"Useful content, could use more examples"
F00666,C0105,B00850,2022-09-23,4.7,9,4.3,Great real-world examples and case studies
F00667,C0106,B00851,2025-05-29,4.7,9,4.5,
F00668,C0106,B00852,2025-07-19,4.2,7,4.5,Trainer was knowledgeable
F00669,C0106,B00853,2025-09-18,4.1,7,3.9,"Useful content, could use more examples"
F00670,C0106,B00854,2025-11-24,4.9,10,5.0,
F00671,C0107,B00855,2025-05-31,3.4,1,3.8,"Too theoretical, needed more practical exercises"
F00672,C0107,B00856,2025-07-10,3.7,7,3.9,Trainer was knowledgeable
F00673,C0107,B00857,2025-08-19,3.9,8,3.8,Trainer was knowledgeable
F00674,C0108,B00858,2025-05-28,4.3,7,4.4,
F00675,C0108,B00859,2025-09-05,4.1,8,4.0,
F00676,C0109,B00860,2022-03-28,4.2,8,4.2,
F00677,C0109,B00861,2022-05-20,4.7,10,4.7,Trainer was knowledgeable and approachable
F00678,C0109,B00862,2022-07-07,3.6,8,3.8,
F00679,C0109,B00863,2022-08-18,3.9,7,3.7,
F00680,C0109,B00865,2022-11-24,3.7,8,3.8,
F00681,C0109,B00866,2023-01-09,3.7,8,3.8,"Decent workshop, learned some new things"
F00682,C0109,B00867,2023-03-05,4.4,8,4.4,"Decent workshop, learned some new things"
F00683,C0109,B00868,2023-05-16,4.7,10,4.8,"Excellent trainer, very practical content"
F00684,C0109,B00869,2023-07-03,3.9,7,4.0,Trainer was knowledgeable
F00685,C0109,B00870,2023-09-07,4.9,10,4.9,Trainer was knowledgeable and approachable
F00686,C0109,B00871,2023-11-08,3.4,4,3.6,"Pace was too fast, hard to follow"
F00687,C0109,B00872,2023-12-25,4.1,7,4.4,
F00688,C0110,B00873,2024-10-17,4.5,10,4.5,
F00689,C0110,B00874,2024-12-20,4.2,8,4.2,
F00690,C0110,B00875,2025-02-17,4.9,9,4.9,"Good pace, well-structured content"
F00691,C0110,B00876,2025-04-18,4.7,9,4.8,"Exceeded expectations, highly recommend"
F00692,C0110,B00877,2025-06-25,5.0,9,4.9,"Exceeded expectations, highly recommend"
F00693,C0110,B00878,2025-08-22,3.9,8,4.2,"Good course overall, met expectations"
F00694,C0110,B00879,2025-10-30,4.6,9,4.6,Trainer was knowledgeable and approachable
F00695,C0111,B00880,2024-07-24,3.5,8,3.6,
F00696,C0111,B00881,2024-09-03,3.3,3,3.8,Trainer rushed through important topics
F00697,C0111,B00882,2024-10-03,5.0,10,4.9,Very useful tools and frameworks provided
